10,0.9854
20,0.9868
30,0.9856
40,0.9862
50,0.987
60,0.985
70,0.9858
80,0.9848
90,0.9862
100,0.9838
110,0.9838
120,0.9834
130,0.9794
140,0.9796
150,0.9806
