10,0.987
20,0.9864
30,0.9908
40,0.9892
50,0.9916
60,0.9896
70,0.9828
80,0.9838
90,0.9758
100,0.9766
110,0.978
120,0.973
130,0.9746
140,0.9714
150,0.97
